"","school","preveducation","preveducationtype","prevCC","matrix_pre_1","matrix_pre_2","matrix_pre_3","matrix_pre_4","matrix_pre_5","matrix_pre_6","cc_choice"
"1111","Robinson, Jay M. High School",3,"PowerPoint",NA,3,3,4,3,4,3,1
"1112","Charlotte Catholic High School",NA,"Other",NA,3,3,4,4,4,3,1
"1113","Lincolnton High School",0,"",NA,3,3,4,4,4,4,1
"1115","Pamlico County High School",0,"",NA,3,3,4,3,4,3,1
"1116","Pamlico County High School",2,"Lecture,Video",NA,3,4,4,4,4,4,1
"1118","Trinity High School",1,"Other",NA,3,3,4,4,4,3,1
"1120","Apex Friendship High School",1,"Video",NA,4,4,4,4,4,4,1
"1121","Pamlico County High School",0,"",NA,3,3,4,4,4,3,1
"1123","Apex Friendship High School",0,"",NA,3,3,3,3,4,3,1
"1124","Apex Friendship High School",0,"",NA,3,4,4,3,4,3,1
"1131","Mountain Heritage High School",0,"",NA,1,4,4,4,4,3,1
"1132","Mountain Heritage High School",0,"",NA,3,4,4,4,4,4,1
"1136","Mountain Heritage High School",1,"Video",NA,3,3,3,3,3,3,1
"1137","Charlotte Catholic High School",1,"Lecture",NA,3,3,2,2,3,3,0
"1140","Clinton High School",0,"",NA,3,4,4,3,4,3,1
"1144","Apex Friendship High School",4,"Handout,Lecture",NA,4,4,4,4,4,3,1
"1145","Pamlico County High School",2,"Video",NA,4,4,4,4,4,4,1
"1146","Trinity High School",1,"Handout",NA,3,3,4,4,4,3,1
"1147","Pamlico County High School",0,"",NA,4,3,4,3,4,4,1
"1149","Northwest Cabarrus High School",1,"Handout,Lecture,PowerPoint,Video,Other",NA,3,3,4,4,4,3,1
"1150","Lincolnton High School",0,"",NA,3,4,4,3,4,3,1
"1157","Apex Friendship High School",2,"Video",NA,3,4,4,4,4,4,1
"1159","Pamlico County High School",2,"Video",NA,1,3,2,2,3,2,0
"1165","Charlotte Catholic High School",0,"",NA,NA,4,4,4,4,4,1
"1166","Lincolnton High School",0,"",NA,3,4,4,3,4,3,1
"1167","Charlotte Catholic High School",4,"Video",NA,3,4,4,2,4,3,1
"1175","Trinity High School",0,"",NA,1,3,4,4,4,4,1
"1179","Southeast Raleigh High School",2,"Video",NA,3,3,4,4,4,3,1
"1180","Lincolnton High School",1,"PowerPoint",NA,3,3,4,3,4,3,1
"1185","Apex Friendship High School",0,"",NA,3,3,4,3,4,4,1
"1191","Alexander Central High School",1,"PowerPoint",NA,3,3,4,4,4,4,1
"1196","Person High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"1201","Clinton High School",0,"",NA,2,3,4,3,4,3,1
"1202","Alexander Central High School",1,"Video",NA,4,4,4,3,4,3,1
"1204","Lincolnton High School",2,"Video",NA,4,4,4,4,4,3,1
"1205","Trinity High School",0,"",NA,3,4,4,4,4,3,1
"1207","Apex Friendship High School",1,"Video",NA,2,3,4,4,4,4,1
"1209","Alexander Central High School",NA,"Other",NA,3,4,4,4,4,2,1
"1215","Northwest Cabarrus High School",0,"",NA,1,2,4,3,4,3,1
"1218","Trinity High School",3,"Other",NA,2,4,4,4,4,4,1
"1228","Apex Friendship High School",1,"Other",NA,2,3,4,3,4,2,1
"1230","Robinson, Jay M. High School",4,"Handout,Lecture,PowerPoint,Video",NA,1,4,4,4,4,4,0
"1232","Trinity High School",1,"PowerPoint",NA,3,3,4,4,4,3,1
"1244","Hoke County High School",1,"PowerPoint",NA,3,4,4,3,4,3,1
"1246","Charlotte Catholic High School",0,"",NA,3,3,4,4,4,3,1
"1247","Clinton High School",2,"Video",NA,4,4,4,4,4,4,1
"1252","Apex Friendship High School",0,"",NA,3,3,3,3,3,3,1
"1257","Montgomery Central High School",0,"",NA,2,3,4,4,4,3,1
"1267","Cuthbertson High School",2,"Other",NA,2,4,4,4,4,4,1
"1268","Person High School",0,"",NA,1,3,4,4,4,3,1
"1273","Clinton High School",4,"Handout,Lecture,Video,Virtual Reality (VR)",NA,3,4,4,3,4,3,1
"1287","Apex Friendship High School",0,"",NA,3,4,4,3,4,4,1
"1292","Alexander Central High School",0,"",NA,4,4,4,3,4,4,1
"1300","Apex Friendship High School",1,"Other",NA,3,4,4,4,4,3,1
"1301","Apex Friendship High School",0,"",NA,2,3,3,3,4,3,1
"1303","Lincolnton High School",0,"",NA,1,3,4,4,4,3,1
"1305","Apex Friendship High School",2,"PowerPoint",NA,2,3,4,4,4,3,1
"1309","Trinity High School",3,"Lecture,Video",NA,3,3,4,4,4,4,1
"1310","Davie High School",0,"",NA,3,4,4,2,4,3,1
"1311","Davie High School",4,"Lecture",NA,2,4,4,3,4,3,1
"1312","Davie High School",2,"Lecture",NA,3,4,4,4,4,3,1
"1313","Mountain Heritage High School",4,"Handout,Video",NA,3,3,4,4,4,3,1
"1314","Davie High School",0,"",NA,4,4,4,4,4,4,1
"1315","Mountain Heritage High School",2,"Video",NA,3,3,2,3,3,3,0
"1316","Alexander Central High School",3,"Other",NA,2,3,4,3,4,3,1
"1322","Apex Friendship High School",0,"",NA,3,3,4,3,4,4,1
"1327","Clinton High School",0,"",NA,NA,4,4,4,4,4,1
"1329","Scotland High School",4,"Handout",NA,4,4,4,4,4,4,1
"1330","Scotland High School",4,"Handout",NA,3,3,3,3,3,3,1
"1332","Scotland High School",4,"Handout",NA,2,3,3,3,4,3,1
"1333","Scotland High School",4,"",NA,4,3,4,4,4,4,1
"1334","Carson, Jesse High School",4,"Lecture",NA,1,4,4,4,4,4,1
"1335","Scotland High School",4,"Handout",NA,4,3,4,4,4,4,1
"1336","Carson, Jesse High School",0,"",NA,1,3,4,4,4,3,1
"1337","Alexander Central High School",1,"Other",NA,3,3,4,4,4,3,0
"1342","North Brunswick High School",0,"",NA,3,3,4,3,4,4,1
"1345","Trinity High School",0,"",NA,NA,NA,NA,NA,NA,NA,1
"1346","Davie High School",0,"",NA,3,4,4,3,4,3,1
"1347","Trinity High School",0,"",NA,3,3,4,3,4,3,1
"1348","Falls Lake Academy",3,"Handout",NA,3,4,4,3,4,4,1
"1349","Carson, Jesse High School",0,"",NA,2,1,4,4,4,4,1
"1350","Alexander Central High School",3,"Handout,Video",NA,4,3,4,4,4,4,1
"1351","North Brunswick High School",1,"PowerPoint",NA,4,3,4,3,4,3,1
"1352","Wake Forest High School",1,"Video",NA,2,3,4,3,4,3,1
"1353","Carson, Jesse High School",0,"",NA,4,4,4,4,4,4,1
"1354","Alexander Central High School",1,"Other",NA,2,2,4,3,4,3,1
"1355","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1356","Alexander Central High School",2,"Other",NA,3,4,4,4,4,4,1
"1357","Scotland High School",4,"Handout",NA,4,3,4,4,4,4,1
"1358","Scotland High School",2,"Handout",NA,4,4,4,4,4,NA,1
"1360","Scotland High School",2,"Handout",NA,4,4,4,4,4,4,1
"1361","Rocky Mount High School",2,"Lecture",NA,3,4,3,4,4,4,1
"1362","Wake Forest High School",3,"Video",NA,3,3,4,4,4,4,1
"1363","Alexander Central High School",0,"",NA,3,2,4,4,4,3,1
"1364","Pamlico County High School",1,"Video",NA,3,4,4,3,4,3,1
"1365","Scotland High School",0,"",NA,3,4,4,4,4,3,1
"1366","Alexander Central High School",0,"",NA,3,4,4,4,4,4,1
"1367","Scotland High School",1,"Video",NA,1,1,1,1,1,1,1
"1368","Rocky Mount High School",0,"",NA,4,3,4,4,4,4,1
"1369","Scotland High School",0,"",NA,3,3,4,4,3,4,1
"1370","Alexander Central High School",0,"",NA,3,3,4,3,4,3,1
"1371","Lincolnton High School",NA,"PowerPoint",NA,2,3,4,4,4,3,0
"1372","Wake Forest High School",0,"",NA,3,3,4,3,4,3,1
"1376","Trinity High School",0,"",NA,3,2,4,3,4,3,1
"1385","Mountain Heritage High School",0,"",NA,3,4,4,4,4,4,1
"1387","Rocky Mount High School",0,"",NA,2,3,4,3,4,3,1
"1389","Scotland High School",0,"",NA,3,4,4,4,4,4,1
"1390","Wake Forest High School",0,"",NA,2,4,4,4,4,4,1
"1391","Scotland High School",3,"Video",NA,4,4,4,4,4,4,1
"1392","Mountain Heritage High School",0,"",NA,3,4,4,4,4,4,1
"1394","Scotland High School",0,"",NA,1,3,4,4,4,4,1
"1395","Scotland High School",4,"Handout,Lecture,Video",NA,3,3,2,2,2,2,0
"1397","Scotland High School",3,"Video",NA,4,4,4,4,4,4,1
"1398","Scotland High School",4,"Video,Other",NA,3,3,4,3,NA,2,1
"1399","Scotland High School",0,"",NA,3,3,2,3,4,4,1
"1400","Scotland High School",2,"PowerPoint",NA,4,4,4,4,4,4,1
"1401","Scotland High School",1,"Video",NA,3,4,4,3,4,3,1
"1403","Scotland High School",4,"Handout,PowerPoint,Video",NA,3,4,4,3,4,2,1
"1404","Scotland High School",NA,"Handout",NA,4,4,4,4,4,4,1
"1407","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1408","Scotland High School",3,"Lecture,PowerPoint,Video",NA,3,3,4,3,4,3,1
"1409","Scotland High School",4,"Video",NA,3,3,4,3,4,4,0
"1410","Scotland High School",4,"Handout,Lecture,PowerPoint,Video",NA,3,2,4,3,4,3,1
"1412","Scotland High School",4,"Handout",NA,4,4,4,4,4,4,1
"1414","Scotland High School",0,"",NA,4,3,4,4,4,3,1
"1415","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1418","Scotland High School",0,"",NA,4,4,4,4,4,3,1
"1419","Scotland High School",1,"Video",NA,2,2,1,3,4,1,0
"1420","Scotland High School",0,"",NA,4,3,4,4,4,3,1
"1421","Scotland High School",0,"",NA,3,3,4,4,4,4,1
"1424","Scotland High School",4,"Handout",NA,3,4,4,4,4,3,1
"1426","Scotland High School",0,"",NA,4,3,4,3,4,4,1
"1427","Scotland High School",1,"Lecture",NA,3,3,3,3,3,3,1
"1428","Scotland High School",0,"",NA,3,3,3,3,3,3,1
"1429","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1430","Scotland High School",0,"",NA,1,1,NA,1,1,1,1
"1431","Scotland High School",0,"",NA,NA,3,4,4,4,NA,1
"1432","Scotland High School",1,"PowerPoint",NA,3,3,4,3,4,3,1
"1433","Scotland High School",0,"",NA,3,3,4,3,4,2,1
"1434","Scotland High School",2,"Video",NA,4,4,4,4,4,4,0
"1435","Scotland High School",0,"",NA,4,3,4,3,4,4,1
"1436","Wake Forest High School",1,"Video",NA,3,3,4,4,4,3,1
"1437","Scotland High School",0,"",NA,4,4,4,1,4,3,1
"1438","Scotland High School",0,"",NA,4,4,4,4,4,3,1
"1440","Lincolnton High School",NA,"Video",NA,3,2,4,4,4,3,1
"1444","Scotland High School",0,"",NA,4,3,4,4,4,3,1
"1446","Scotland High School",1,"Handout,PowerPoint,Video",NA,4,4,4,4,4,3,1
"1448","Scotland High School",3,"Lecture",NA,4,2,4,4,4,4,1
"1449","Scotland High School",2,"PowerPoint",NA,2,4,4,3,4,4,1
"1450","Lincolnton High School",0,"",NA,3,2,4,4,4,3,1
"1451","Scotland High School",3,"Lecture",NA,3,3,4,4,4,4,1
"1452","Alexander Central High School",3,"Handout,Video",NA,2,3,4,4,4,3,1
"1453","Scotland High School",0,"",NA,4,4,4,4,4,3,1
"1454","Scotland High School",2,"Handout",NA,4,3,4,3,4,3,1
"1456","Scotland High School",0,"",NA,3,3,4,4,4,4,0
"1457","Scotland High School",3,"Handout,Lecture,PowerPoint,Video",NA,3,3,3,3,4,3,1
"1458","Scotland High School",0,"",NA,4,3,4,3,4,2,1
"1464","Davie High School",1,"Handout",NA,3,4,4,4,4,3,1
"1465","Alexander Central High School",1,"PowerPoint",NA,2,3,4,3,4,3,1
"1466","Davie High School",1,"Lecture",NA,3,4,4,4,4,4,1
"1467","Alexander Central High School",1,"Video",NA,4,4,4,4,4,4,1
"1470","Lincolnton High School",0,"",NA,3,3,4,4,4,4,1
"1471","North Duplin High School",1,"Handout,Video",NA,4,4,4,4,4,4,1
"1472","Alexander Central High School",0,"",NA,4,4,4,4,4,4,1
"1476","Alexander Central High School",0,"",NA,3,3,4,3,4,3,1
"1477","Davie High School",2,"Video",NA,4,4,4,4,4,4,1
"1478","Davie High School",0,"",NA,3,4,4,4,4,3,1
"1479","Search",0,"",NA,3,3,4,4,4,3,0
"1485","Lincolnton High School",0,"",NA,4,4,4,4,4,4,1
"1486","Lincolnton High School",1,"Video",NA,4,3,4,4,4,4,1
"1490","Mountain Heritage High School",1,"Lecture",NA,1,3,4,4,4,4,1
"1493","Mountain Heritage High School",3,"PowerPoint,Video",NA,3,4,4,4,4,4,1
"1497","North Duplin High School",0,"",NA,3,3,4,3,4,4,1
"1501","Scotland High School",0,"",NA,4,3,4,2,4,3,1
"1502","North Duplin High School",1,"PowerPoint,Video",NA,4,4,4,4,4,3,1
"1503","Wake Forest High School",1,"Video",NA,3,3,4,3,4,3,1
"1504","Northwest",1,"PowerPoint",NA,3,4,4,4,4,4,1
"1505","North Duplin High School",0,"",NA,3,3,4,3,4,4,1
"1508","Lincolnton High School",1,"Video",NA,4,4,4,4,4,4,1
"1509","Search",1,"Handout",NA,4,4,4,4,4,4,1
"1510","Apex Friendship High School",2,"Video",NA,3,4,4,3,4,3,1
"1512","Pamlico County High School",0,"",NA,4,2,4,3,4,3,1
"1513","Mountain Heritage High School",2,"Video",NA,3,3,4,4,4,3,1
"1514","North Duplin High School",0,"",NA,3,3,4,3,4,4,1
"1515","Apex Friendship High School",1,"Video",NA,3,3,4,4,4,4,1
"1516","Starmount High School",2,"Video",NA,4,4,4,4,4,4,1
"1518","Pamlico County High School",0,"",NA,4,3,4,4,4,4,1
"1519","North Duplin High School",3,"PowerPoint,Video,Virtual Reality (VR)",NA,3,4,4,3,4,4,1
"1520","Hoke County High School",1,"PowerPoint",NA,3,4,4,3,4,3,1
"1521","North Duplin High School",0,"",NA,4,4,4,4,4,4,1
"1522","Trinity High School",0,"",NA,NA,4,4,3,4,4,1
"1523","Apex Friendship High School",1,"Lecture,PowerPoint,Video",NA,3,3,4,3,4,4,1
"1524","Scotland High School",0,"",NA,3,3,4,4,4,3,0
"1525","Charlotte Catholic High School",2,"Other",NA,3,4,4,4,4,3,1
"1526","Lincolnton High School",0,"",NA,3,4,4,4,4,4,1
"1527","North Duplin High School",4,"Handout,Lecture,PowerPoint,Video",NA,3,3,3,3,4,4,1
"1528","North Duplin High School",2,"PowerPoint,Video",NA,4,4,4,4,4,4,1
"1536","Apex Friendship High School",1,"Handout",NA,3,4,4,4,4,3,1
"1537","Apex Friendship High School",2,"PowerPoint,Video",NA,4,3,4,4,4,4,1
"1545","Person High School",0,"",NA,3,3,4,4,4,4,1
"1547","Rocky River High School",0,"",NA,4,4,4,4,4,4,0
"1549","Rocky River High School",0,"",NA,3,2,4,3,4,3,1
"1553","Rocky River High School",0,"",NA,NA,1,4,3,4,3,1
"1555","Apex Friendship High School",0,"",NA,3,3,4,4,4,3,1
"1557","North Duplin High School",2,"Handout,Lecture",NA,3,4,4,3,4,3,1
"1560","Rocky River High School",0,"",NA,1,4,4,3,4,4,1
"1561","Wake Forest High School",0,"",NA,3,3,4,4,4,3,1
"1562","Trinity High School",0,"",NA,3,2,3,3,4,2,1
"1565","Rocky River High School",0,"",NA,3,3,4,4,4,3,1
"1567","Trinity High School",2,"PowerPoint",NA,3,4,4,4,4,4,1
"1572","Rocky River High School",0,"",NA,3,2,4,4,4,3,1
"1573","North Duplin High School",0,"",NA,3,4,4,4,4,3,1
"1575","Person High School",2,"Handout,Lecture,PowerPoint,Video",NA,3,3,4,3,4,4,0
"1578","East Rowan High School",3,"Other",NA,3,4,4,4,4,4,1
"1579","Rocky River High School",NA,"",NA,1,3,4,3,4,3,1
"1581","North Duplin High School",1,"Other",NA,4,3,4,3,4,2,1
"1584","North Duplin High School",0,"",NA,1,3,4,3,4,4,1
"1586","Charlotte Catholic High School",1,"Video",NA,4,4,4,4,4,4,1
"1588","Hoke County High School",0,"",NA,3,2,3,2,4,2,1
"1591","Albemarle High School",0,"",NA,3,3,4,2,4,3,1
"1592","Davie High School",0,"",NA,2,3,4,2,4,2,1
"1593","Scotland High School",1,"Handout",NA,4,1,2,1,4,2,1
"1594","Lincolnton High School",0,"",NA,2,3,3,3,4,2,1
"1596","Albemarle High School",0,"",NA,3,3,4,4,4,4,1
"1597","Davie High School",1,"Other",NA,2,3,4,3,4,3,0
"1602","Lincolnton High School",0,"",NA,3,3,4,3,4,4,1
"1604","Falls Lake Academy",0,"",NA,3,3,4,4,4,2,1
"1605","Lincolnton High School",2,"PowerPoint",NA,2,4,4,4,4,4,1
"1607","Rocky Mount High School",3,"Video",NA,4,3,4,3,4,3,1
"1608","Albemarle High School",1,"Other",NA,3,3,2,2,3,2,0
"1610","Oak Grove High School",4,"Handout",NA,4,3,3,4,4,3,1
"1611","Davie High School",1,"Handout",NA,3,3,4,3,4,4,1
"1612","Lincolnton High School",2,"Handout,Lecture,PowerPoint,Video",NA,3,4,4,4,4,4,1
"1613","Scotland High School",0,"",NA,4,3,4,4,4,4,1
"1618","Wake Forest High School",4,"Handout,Lecture,PowerPoint,Video",NA,3,4,4,3,4,3,1
"1620","Wake Forest High School",0,"",NA,3,2,3,3,4,3,1
"1621","Rocky Mount High School",1,"PowerPoint,Video",NA,3,4,4,3,4,4,1
"1622","Lincolnton High School",4,"Handout",NA,3,3,4,3,4,3,1
"1624","Triangle Math & Science Academy",0,"",NA,2,4,4,3,4,3,1
"1628","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1633","Scotland High School",0,"",NA,4,3,2,1,3,4,0
"1635","Scotland High School",0,"",NA,4,3,4,3,4,4,1
"1637","Scotland High School",2,"Other",NA,4,3,4,4,4,4,1
"1638","Scotland High School",0,"",NA,3,4,4,4,4,3,1
"1639","New Hanover High School",0,"",NA,1,3,4,4,4,4,1
"1643","Scotland High School",4,"PowerPoint",NA,4,4,4,4,4,4,1
"1645","Scotland High School",3,"PowerPoint,Video",NA,1,4,4,NA,4,4,1
"1646","Davie High School",2,"Handout,Video",NA,2,4,4,3,4,3,1
"1650","Oak Grove High School",1,"Handout",NA,3,4,4,4,4,4,1
"1652","Scotland High School",0,"",NA,3,3,4,3,4,3,1
"1661","New Hanover High School",0,"",NA,3,3,4,4,4,4,1
"1663","Scotland High School",2,"PowerPoint",NA,4,4,4,4,4,4,0
"1666","Scotland High School",0,"",NA,1,1,1,NA,4,4,1
"1669","Mountain Heritage High School",1,"Video",NA,3,3,3,3,3,3,1
"1670","Scotland High School",NA,"Handout,Video",NA,3,3,4,4,4,3,0
"1671","Scotland High School",0,"",NA,3,4,4,4,4,4,1
"1672","Scotland High School",0,"",NA,4,4,4,2,4,4,1
"1677","Scotland High School",4,"PowerPoint",NA,4,4,4,4,4,4,1
"1678","Scotland High School",1,"PowerPoint",NA,3,4,4,3,4,4,1
"1679","Scotland High School",0,"",NA,4,3,4,4,4,2,1
"1680","Scotland High School",0,"",NA,3,3,4,3,4,3,1
"1681","Scotland High School",3,"Handout",NA,4,4,4,4,4,4,1
"1682","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1683","Scotland High School",1,"Video",NA,4,4,4,4,4,4,1
"1685","Scotland High School",0,"",NA,4,3,4,4,4,4,1
"1686","Scotland High School",4,"Handout,Lecture,Video",NA,1,4,4,4,4,4,1
"1687","Scotland High School",4,"Handout",NA,4,4,NA,4,4,4,1
"1688","Scotland High School",0,"",NA,2,4,4,3,4,4,1
"1690","Scotland High School",0,"",NA,2,3,3,3,4,2,1
"1691","Scotland High School",0,"",NA,2,4,4,2,4,1,1
"1694","Scotland High School",0,"",NA,3,3,4,3,4,4,1
"1696","Scotland High School",2,"PowerPoint",NA,3,4,4,3,4,2,1
"1697","Scotland High School",0,"",NA,3,3,4,3,4,3,1
"1702","Scotland High School",2,"Lecture",NA,4,4,4,4,4,4,1
"1705","Scotland High School",4,"Handout",NA,1,4,4,4,4,4,1
"1706","Scotland High School",0,"",NA,4,4,4,4,4,3,1
"1707","Scotland High School",1,"Handout,Lecture,PowerPoint,Video",NA,4,4,4,4,4,4,1
"1708","Scotland High School",0,"",NA,3,3,4,4,4,3,1
"1711","Scotland High School",0,"",NA,4,3,4,4,4,4,1
"1712","Scotland High School",2,"Lecture",NA,3,NA,3,3,4,3,1
"1713","Scotland High School",3,"Virtual Reality (VR)",NA,3,4,3,4,4,4,1
"1714","Scotland High School",4,"Handout",NA,3,3,4,4,4,4,1
"1720","Jordan, Charles E. High School",0,"",NA,3,3,4,4,4,3,1
"1722","Washington County School",0,"",NA,NA,3,4,4,4,3,1
"1727","Scotland High School",0,"",NA,1,3,4,3,4,3,1
"1729","Washington County School",1,"Handout",NA,3,4,4,4,4,3,1
"1730","Washington County School",0,"",NA,2,1,1,1,1,1,1
"1731","Washington County School",1,"Video",NA,3,3,4,3,4,2,1
"1734","Washington County School",1,"Video",NA,4,4,4,4,4,4,1
"1738","Washington County School",0,"",NA,4,4,4,4,4,4,1
"1750","Apex Friendship High School",0,"",NA,3,3,4,2,4,3,1
"1752","Washington County School",1,"PowerPoint",NA,4,3,4,4,4,3,1
"1753","Davie High School",0,"",NA,3,4,4,3,4,4,1
"1756","Lincolnton High School",3,"Handout",NA,4,1,4,4,4,4,1
"1757","Apex Friendship High School",0,"",NA,3,2,3,3,3,2,1
"1763","Trinity High School",0,"",NA,4,3,4,4,4,3,1
"1771","Scotland High School",0,"",NA,4,4,4,4,4,4,1
"1781","Alexander Central High School",0,"",NA,3,4,4,4,4,3,1
"1786","Washington County School",1,"Video",NA,3,3,4,3,4,2,1
"1788","Charlotte Catholic High School",1,"PowerPoint",NA,3,4,4,4,4,4,1
"1792","Oak Grove High School",0,"",NA,4,4,4,4,4,4,1
"1794","Rocky Mount High School",0,"",NA,4,4,4,4,4,4,1
"1800","North Duplin High School",1,"Lecture",NA,3,3,4,4,4,3,1
"1808","Davie High School",0,"",NA,3,4,3,3,4,4,1
"1811","Davie High School",0,"",NA,1,3,4,3,4,4,1
"1818","Rocky River High School",0,"",NA,4,4,4,4,4,4,1
"1823","Carson, Jesse High School",0,"",NA,3,3,4,4,4,3,1
"1828","Freedom High School",4,"Handout,Lecture,Video",NA,2,3,4,3,4,4,1
"1830","Falls Lake Academy",0,"",NA,3,4,4,4,4,3,1
"1833","Davie High School",0,"",NA,3,3,4,4,4,3,1
"1837","North Duplin High School",0,"",NA,3,1,4,4,4,4,1
"1838","Davie High School",1,"Lecture",NA,3,4,4,3,4,4,1
"1842","Hoke County High School",0,"",NA,4,3,4,4,4,3,1
"1854","Falls Lake Academy",0,"",NA,3,4,4,4,4,4,1
"1855","Carson, Jesse High School",1,"PowerPoint,Video",NA,3,3,4,4,4,3,1
"1860","North Duplin High School",1,"PowerPoint",NA,3,4,4,4,4,3,1
"1867","Davie High School",0,"",NA,3,4,4,4,4,4,1
"1876","North Duplin High School",3,"Video",NA,3,3,4,2,4,3,1
"1880","North Duplin High School",0,"",NA,4,4,4,2,4,4,0
"1883","Apex Friendship High School",1,"Handout,Video",NA,3,3,4,4,4,3,1
"1887","Wake Forest High School",NA,"Lecture",NA,3,4,4,3,4,3,1
"1891","Apex Friendship High School",0,"",NA,3,3,4,4,4,3,1
"1899","Northwest Cabarrus High School",3,"Video",NA,4,4,4,4,4,3,1
"1907","Davie High School",1,"Handout",NA,3,4,3,3,3,2,1
"1919","Wake Forest High School",1,"Video",NA,4,4,4,4,4,4,1
"1920","Scotland High School",0,"",NA,3,3,3,4,4,4,1
"1929","Carver Middle School",0,"",NA,3,3,4,3,4,3,1
"1939","Davie High School",0,"",NA,4,4,4,4,4,4,1
"1941","Davie High School",3,"Handout,Lecture,PowerPoint",NA,3,3,4,3,4,3,1
"1942","Lincolnton High School",4,"Handout",NA,3,3,4,4,4,4,1
"1943","Lake Norman Charter",1,"PowerPoint",NA,3,3,4,4,4,3,1
"1945","Davie High School",0,"",NA,3,3,4,3,4,3,1
"1947","Davie High School",0,"",NA,2,3,3,2,3,3,0
"1949","Lincolnton High School",0,"",NA,4,4,4,4,4,4,1
"1950","Wake Forest High School",2,"Virtual Reality (VR)",NA,3,4,4,3,4,3,1
"1951","Washington County School",3,"Video",NA,4,1,4,4,4,3,0
"1953","Davie High School",1,"Lecture",NA,3,3,4,3,4,3,1
"1954","Davie High School",1,"Handout",NA,3,1,3,2,4,2,1
"1960","Davie High School",0,"",NA,3,3,4,4,4,4,1
"1963","Lake Norman Charter",0,"",NA,3,4,4,4,4,3,1
"1964","Lake Norman Charter",1,"Other",NA,2,3,4,4,4,3,1
"1965","Davie High School",0,"",NA,3,3,4,4,4,3,1
"1966","Davie High School",1,"Handout",NA,3,4,4,3,4,4,1
"1969","Trinity High School",0,"",NA,3,2,4,3,4,4,1
"1970","Lake Norman Charter",0,"",NA,3,3,4,4,4,4,1
"1971","Alleghany High School",0,"",NA,3,3,4,4,4,4,1
"1972","Washington County School",3,"Video",NA,4,4,4,4,4,3,1
"1974","Falls Lake Academy",0,"",NA,1,4,4,4,4,2,1
"1975","Washington County School",0,"",NA,4,4,4,4,4,4,1
"1976","North Edgecomb High School",2,"Handout",NA,3,3,4,4,4,4,1
"1977","Lake Norman Charter",1,"Video",NA,4,3,4,4,4,4,1
"1979","Apex Friendship High School",1,"PowerPoint",NA,3,3,4,3,4,2,1
"1982","Davie High School",0,"",NA,2,3,4,3,4,2,1
"1983","Oak Grove High School",1,"Video",NA,1,3,4,3,4,4,1
"1985","Davie High School",0,"",NA,3,3,4,4,4,3,1
"1986","Albemarle High School",0,"",NA,3,3,4,3,4,4,1
"1987","Washington County School",4,"PowerPoint",NA,4,4,4,4,4,4,1
"1989","Charlotte Catholic High School",0,"",NA,4,4,4,4,4,4,1
"1993","Washington County School",0,"",NA,4,2,4,3,4,4,1
"1994","Alleghany High School",2,"Handout",NA,4,4,4,4,4,4,1
"1997","Trinity High School",2,"PowerPoint",NA,3,4,4,4,4,4,1
"1998","Wake Forest High School",0,"",NA,3,2,4,3,4,4,1
"1999","Davie High School",4,"Video,Other",NA,4,4,4,4,4,4,1
"2000","Alleghany High School",0,"",NA,4,3,4,4,4,3,1
"2001","Morehead, John M. High School",2,"Handout",NA,4,2,4,3,4,3,1
"2002","Lake Norman Charter",0,"",NA,3,3,4,4,4,3,1
"2003","Apex Friendship High School",1,"Video",NA,3,2,3,2,3,3,1
"2004","Apex Friendship High School",1,"PowerPoint",NA,3,3,4,3,4,2,1
"2007","Davie High School",0,"",NA,3,3,4,3,4,2,1
"2010","Rocky Mount High School",0,"",NA,3,3,4,3,4,3,1
"2011","Apex Friendship High School",0,"",NA,3,3,4,3,4,3,1
"2015","Montgomery Central High School",0,"",NA,3,3,4,4,4,4,1
"2016","Trinity High School",1,"PowerPoint",NA,3,3,3,2,4,3,1
"2020","Davie High School",0,"",NA,3,2,3,3,4,3,0
"2021","Alleghany High School",0,"",NA,3,4,4,4,4,3,1
"2024","Apex Friendship High School",3,"Video",NA,3,4,4,4,4,4,1
"2027","Carson, Jesse High School",0,"",NA,3,4,4,4,4,4,1
"2029","Apex Friendship High School",0,"",NA,3,4,3,4,4,3,1
